Model,Accuracy,Precision,Recall,F1,AUROC,AUPRC,FalseAlarmRate,DetectionRate,Threshold
AE only,0.8870652945351313,0.8918260074655291,0.9122574612327593,0.9019260400616332,0.9281493118874906,0.9261031470810952,0.1462259293584595,0.9122574612327593,0.22
AE + LSTM,0.8897267565649397,0.9078439101300749,0.8973739577651367,0.9025785719884003,0.9611285234687438,0.9652012083733048,0.1203789517042529,0.8973739577651367,0.12
AE + CNN,0.9003726046841731,0.9040531257155943,0.9229330631964466,0.9133955425310404,0.9403080395678546,0.9325275009821253,0.12944084028421377,0.9229330631964466,0.12
Ensemble (no meta),0.915764726756565,0.9148580968280468,0.9394529728044885,0.9269924262811887,0.9600725479728126,0.9561270880706237,0.11553907939450109,0.9394529728044885,0.5
Meta-Learner (CLAF++),0.8354772888573456,0.9690520254986634,0.7344346606405361,0.8355866838069064,0.9599482553791804,0.9557647667336355,0.03099577798372979,0.7344346606405361,0.01
CLAF++ + Symbolic,0.8750887154009936,0.9626789838337182,0.8120470661575625,0.880970496238059,0.9650350879528481,0.9631950821248881,0.041602306662547626,0.8120470661575625,0.01
