Model,Accuracy,Precision,Recall,F1,AUROC,AUPRC,FalseAlarmRate,DetectionRate,Threshold
AE only,0.8870652945351313,0.8918260074655291,0.9122574612327593,0.9019260400616332,0.9281493118874906,0.9261031470810952,0.1462259293584595,0.9122574612327593,0.22000000000000003
AE + LSTM,0.8895936834634492,0.9066677150495361,0.8985428192940076,0.9025869828969512,0.9587554051670942,0.9622964999479,0.12223251982288127,0.8985428192940076,0.11800000000000001
AE + CNN,0.9021025550035486,0.9021344232515894,0.928777370840801,0.9152620464580534,0.939677765904202,0.9318926736090554,0.1331479765214705,0.928777370840801,0.11800000000000001
Ensemble (no meta),0.9244144783534421,0.9085835964461414,0.9642328372165511,0.935581430515651,0.9604323140265397,0.956698835299234,0.1282051282051282,0.9642328372165511,0.05
Meta-Learner (CLAF++),0.8346344925479063,0.968701739936168,0.7331878750097405,0.8346491617138295,0.9562242640728174,0.9625586340439345,0.03130470600350119,0.7331878750097405,0.1
CLAF++ + Symbolic,0.8364088005677786,0.9688301035578796,0.7363048390867295,0.8367130080580891,0.9562242640728174,0.9625586340439345,0.03130470600350119,0.7363048390867295,0.05
