Model,TrainSeconds,InferenceSeconds,InferenceMsPerSample,ModelSizeMB,ParameterCount
Autoencoder,150.4522021000157,0.14898689999245107,0.006608716287812769,0.0634765625,16640
GANomaly,330.36840469998424,0.04781879999791272,0.0021211320084240917,0.12382888793945312,32461
LSTM,442.4347749000008,0.2469952999963425,0.010956143541356569,0.15454483032226562,40513
CNN,365.40169350002543,0.20339270000113174,0.009022032469886965,0.019229888916015625,5041
RF/XGB,22.71046820000629,0.2827429999888409,0.012541829311073496,9.791254997253418,0
Meta-Learner,0.8665540000074543,0.013073299982352182,0.0005799015251220805,0.00324249267578125,0
CLAF++ + Symbolic,1312.2761995000474,0.00011029999586753547,4.892654181491105e-06,10.155577659606934,94655
