Model,TrainSeconds,InferenceSeconds,InferenceMsPerSample,ModelSizeMB,ParameterCount
Autoencoder,152.3948890999891,0.1259054000256583,0.0055848740252687325,0.06396865844726562,16769
GANomaly,240.6333367000043,0.035055699991062284,0.0015549902409094341,0.12480926513671875,32718
LSTM,386.9414487000031,0.20313320000423118,0.009010521646745527,0.15552139282226562,40769
CNN,300.4702314000169,0.19467349999467842,0.008635268807428957,0.019229888916015625,5041
RF/XGB,18.748602599982405,0.28224570001475513,0.01251977022776593,9.829659461975098,0
Meta-Learner,0.942290300008608,0.012807599996449426,0.0005681156847254003,0.00324249267578125,0
CLAF++ + Symbolic,1100.169556400011,0.00013509998098015785,5.992724493442062e-06,10.196431159973145,95297
