Model,TrainSeconds,InferenceSeconds,InferenceMsPerSample,ModelSizeMB,ParameterCount
Autoencoder,39.935344499972416,0.11666330002481118,0.004666532000992448,0.024600982666015625,6449
GANomaly,59.67482700000983,0.01783249998698011,0.0007132999994792045,0.04637908935546875,12158
LSTM,78.8270769000228,0.12988330001826398,0.005195332000730559,0.07739639282226562,20289
CNN,53.84785419999389,0.08812289999332279,0.0035249159997329115,0.019229888916015625,5041
RF/XGB,6.813712500006659,0.22864669997943565,0.009145867999177427,1.523097038269043,0
Meta-Learner,0.5591821999987587,0.014561499992851168,0.0005824599997140467,0.00324249267578125,0
CLAF++ + Symbolic,239.690907399985,0.00013689999468624592,5.475999787449837e-06,1.6939458847045898,43937
