Model,Accuracy,Precision,Recall,F1,AUROC,AUPRC,FalseAlarmRate,DetectionRate,Threshold
AE only,0.843,0.8586847389558233,0.5043491080642784,0.6354602024705117,0.8368116227460178,0.7074039564351606,0.03090519844101663,0.5043491080642784,0.38380000000000003
AE + LSTM,0.99448,0.9893946089262041,0.9902697921273773,0.9898320070733864,0.996966695774209,0.9878809719725448,0.003952352198495911,0.9902697921273773,0.4906
AE + CNN,0.99444,0.9841154182454095,0.9955771782397169,0.989813118358373,0.9972629142029309,0.9869521549651156,0.005983422078278531,0.9955771782397169,0.41050000000000003
Ensemble (no meta),0.99648,0.9988079272835643,0.9882058086392451,0.9934785830739588,0.9999245018312534,0.9998068775111743,0.0004391502442773234,0.9882058086392451,0.6419
Meta-Learner (CLAF++),0.99736,0.9967460434846916,0.9935131947515848,0.995126993502658,0.9999302072883192,0.9998295777472903,0.0012076631717626394,0.9935131947515848,0.7131
CLAF++ + Symbolic,0.99736,0.9967460434846916,0.9935131947515848,0.995126993502658,0.9999302072883192,0.9998295777472903,0.0012076631717626394,0.9935131947515848,0.7131
