Model,TrainSeconds,InferenceSeconds,InferenceMsPerSample,ModelSizeMB,ParameterCount
Autoencoder,45.06119089998538,0.1172249999945052,0.004688999999780208,0.02706146240234375,7094
GANomaly,60.048844800010556,0.01863239999511279,0.0007452959998045116,0.051280975341796875,13443
LSTM,77.0845320999797,0.13717669999459758,0.005487067999783903,0.08227920532226562,21569
CNN,55.045773299993016,0.10215069999685511,0.004086027999874204,0.019229888916015625,5041
RF/XGB,5.167493499990087,0.09454290001303889,0.0037817160005215555,0.29480838775634766,0
Meta-Learner,0.5687441999907605,0.013141199975507334,0.0005256479990202933,0.00324249267578125,0
CLAF++ + Symbolic,243.00545619995683,0.00012459998833946884,4.983999533578753e-06,0.4779024124145508,47147
